pair_id,lang,arm,concept,subject,writer_id,positive,negative,n_pos,n_neg,ratio,flag_length,flag_identical,flag_nfc
ES011,yor,C,sentiment,A journey by bus,nllb-200-3.3B,"Ẹni tó ń wakọ̀ náà kíyè sára, ojú ọ̀nà náà sì mọ́ tónítóní látìbẹ̀rẹ̀ dópin.","Ẹni tó ń wa ọkọ̀ náà kò fọwọ́ pàtàkì mú ọ̀rọ̀ rẹ̀, ojú ọ̀nà náà sì rí gbágungbàgun látìbẹ̀rẹ̀ dópin.",15,20,1.3333333333333333,False,False,False
ES012,yor,C,sentiment,A journey by bus,nllb-200-3.3B,Owó tí mo san fún ìrìn-àjò yìí kò tó iye tí mo ní lọ́kàn.,Wọ́n fi owó ọkọ̀ náà kún iye tí wọ́n ń gbà ní pápá ìṣeré náà láìsí ìkìlọ̀ kankan.,14,18,1.2857142857142858,False,False,False
ES013,yor,C,sentiment,School fees,nllb-200-3.3B,"Owó iléèwé náà dín kù ju ti ọdún tó kọjá lọ, ìyẹn sì tù mí nínú.","Àwọn owó náà tún lọ sókè ní sáà yìí, kò sì sẹ́ni tó ṣàlàyé ìdí tó fi rí bẹ́ẹ̀.",16,19,1.1875,False,False,False
ES014,yor,C,sentiment,School fees,nllb-200-3.3B,"Wọ́n gbà mí láyè láti san owó náà ní ìlọ́po méjì, èyí sì ràn mí lọ́wọ́ gan-an.","Wọ́n kọ̀ jálẹ̀ láti jẹ́ kí n san owó náà lẹ́ẹ̀kọ̀ọ̀kan, kódà lẹ́yìn tí mo ṣàlàyé fún wọn.",17,18,1.0588235294117647,False,False,False
ES015,yor,C,sentiment,School fees,nllb-200-3.3B,Owó náà lọ lórí ayélujára láìsí ìṣòro kankan lọ́tẹ̀ yìí.,Ọ̀nà tí wọ́n ń gbà sanwó ò ṣiṣẹ́ látìgbà tí mo ti gbìyànjú láti ṣe é ní ọjọ́ mẹ́ta sẹ́yìn.,10,20,2.0,False,False,False
ES016,yor,C,sentiment,School fees,nllb-200-3.3B,Ọjọ́ tí mo sanwó náà ni mo rí i gbà.,Mo ṣì ń dúró de àkáǹtì mi ní ọ̀sẹ̀ méjì lẹ́yìn tí mo ti sanwó.,10,15,1.5,False,False,False
ES017,yor,C,sentiment,A wedding you attended,nllb-200-3.3B,"Ayẹyẹ ìgbéyàwó náà dára gan-an, oúnjẹ náà sì pọ̀ lọ jàra.","Ìgbéyàwó náà ti pẹ́ gan-an, oúnjẹ náà sì ti tètè tán.",11,11,1.0,False,False,False
ES018,yor,C,sentiment,A wedding you attended,nllb-200-3.3B,"Mo rí àwọn èèyàn tí mi ò rí láti ọ̀pọ̀ ọdún sẹ́yìn, inú mi dùn gan-an.",Àwọn èèyàn kún inú gbọ̀ngàn náà débi pé mi ò rí ẹnikẹ́ni tí mo mọ̀.,16,15,1.0666666666666667,False,False,False
ES019,yor,C,sentiment,A wedding you attended,nllb-200-3.3B,"Orin náà dùn, gbogbo wọn sì jó títí di ìrọ̀lẹ́.","Orin náà dún gan-an, kò sì sẹ́ni tó lè gbọ́ nǹkan kan.",10,12,1.2,False,False,False
ES020,yor,C,sentiment,A wedding you attended,nllb-200-3.3B,"Wọ́n ṣètò gbogbo nǹkan dáadáa, láti ibi tí wọ́n jókòó sí títí dórí ohun mímu.","Kò sí ètò kankan, a dúró níta fún nǹkan bí wákàtí kan.",15,12,1.25,False,False,False
ES021,yor,C,sentiment,The weather this week,nllb-200-3.3B,"Gbogbo ọ̀sẹ̀ yìí ni ojú ọjọ́ tutù yọ̀yọ̀, ó sì dára gan-an fún rírìn.","Ooru tó mú lọ́sẹ̀ yìí kọjá àfẹnusọ, kódà lóru pàápàá.",14,10,1.4,False,False,False
ES022,yor,C,sentiment,The weather this week,nllb-200-3.3B,Òjò tó rọ̀ lọ́jọ́ náà pọ̀ gan-an débi pé eruku tó wà níbẹ̀ pòórá.,Òjò rọ̀ gan-an débi pé gbogbo òpópónà náà ló kún fún omi.,14,12,1.1666666666666667,False,False,False
ES023,yor,C,sentiment,The weather this week,nllb-200-3.3B,"Àárọ̀ máa ń dùn mí gan-an, mo sì máa ń sùn dáadáa.","Ojú ọjọ́ máa ń móoru gan-an ni, ó sì máa ń rẹ̀ mí tẹnutẹnu nígbà tí mo bá jí.",12,19,1.5833333333333333,False,False,False
ES024,yor,C,sentiment,The weather this week,nllb-200-3.3B,"Kò sí eruku nínú afẹ́fẹ́ lọ́sẹ̀ yìí, àyà mi ti yá.","Eruku ọ̀sọ̀ọ̀sẹ̀ yìí ti burú gan-an, mi ò lè dáwọ́ wíwú dúró.",11,12,1.0909090909090908,False,False,False
ES025,yor,C,sentiment,Food at a restaurant,nllb-200-3.3B,"Wọ́n se ìrẹsì náà dáadáa, wọ́n sì fún wa lọ́pọ̀ yanturu.","Kò fi bẹ́ẹ̀ sè ìrẹsì náà, ìwọ̀nba díẹ̀ ló sì wà nínú rẹ̀.",11,13,1.1818181818181819,False,False,False
ES026,yor,C,sentiment,Food at a restaurant,nllb-200-3.3B,"Bó tilẹ̀ jẹ́ pé ilé náà kún fọ́fọ́, wọ́n tètè gbé oúnjẹ wá fún wa.","Ó fẹ́rẹ̀ẹ́ tó wákàtí kan tá a fi dúró síbẹ̀, kò sì sẹ́ni tó kún ibẹ̀.",15,16,1.0666666666666667,False,False,False
ES027,yor,C,sentiment,Food at a restaurant,nllb-200-3.3B,"Oúnjẹ náà dà bí èyí tí mo ti rí nílé, mo sì gbádùn rẹ̀ gan-an.","Oúnjẹ náà kò dùn rárá, mi ò lè jẹ ẹ́ tán.",15,11,1.3636363636363635,False,False,False
ES028,yor,C,sentiment,Food at a restaurant,nllb-200-3.3B,"Owó tí wọ́n ń ta àwọn nǹkan wọ̀nyẹn kò pọ̀ jù, torí pé àwọn nǹkan náà dára gan-an.",Iye tí wọ́n ń ta àwọn nǹkan wọ̀nyẹn pọ̀ gan-an.,18,10,1.8,False,False,False
ES029,yor,C,sentiment,A visit to a clinic or hospital,nllb-200-3.3B,"Ni nọ́ọ̀sì náà bá tètè wá bá mi, ó sì ṣàlàyé gbogbo nǹkan fún mi lọ́nà tó ṣe kedere.",Wákàtí mẹ́ta gbáko ni mo fi jókòó kí ẹnikẹ́ni tó béèrè orúkọ mi.,19,13,1.4615384615384615,False,False,False
ES030,yor,C,sentiment,A visit to a clinic or hospital,nllb-200-3.3B,"Dókítà náà fetí sílẹ̀ dáadáa, ara mi sì yá nígbà tí mo kúrò níbẹ̀.",Dókítà náà ní kí n tètè jáde kí n tó parí àlàyé mi.,14,13,1.0769230769230769,False,False,False
ES031,yor,C,sentiment,A visit to a clinic or hospital,nllb-200-3.3B,"Ibẹ̀ mọ́ tónítóní, gbogbo nǹkan sì wà létòlétò níbẹ̀.","Ọ̀pọ̀ èèyàn ló kún ibẹ̀, kò sì sẹ́ni tó mọ ìlà tó wà.",9,13,1.4444444444444444,False,False,False
ES032,yor,C,sentiment,A visit to a clinic or hospital,nllb-200-3.3B,Wọ́n ní gbogbo oògùn tí mo nílò ní ṣọ́ọ̀bù oògùn.,Wọ́n rán mi jáde láti lọ ra oògùn tí wọ́n gbọ́dọ̀ ní.,10,12,1.2,False,False,False
ES033,yor,C,sentiment,A football match,nllb-200-3.3B,"Ìjà ńlá ló wáyé lówùúrọ̀, àwọn ẹgbẹ́ méjèèjì ṣeré dáadáa.","Ìjà tó burú gan-an lọ́jọ́ àná, kò sí ẹgbẹ́ kankan tó dà bíi pé ó nífẹ̀ẹ́ sí i.",10,18,1.8,False,False,False
ES034,yor,C,sentiment,A football match,nllb-200-3.3B,"A ṣẹ́gun ní ìṣẹ́jú ìkẹyìn, gbogbo ojú pópó ló ń pariwo.",A pàdánù ní ìṣẹ́jú ìkẹyìn lẹ́yìn tí a ti darí gbogbo eré náà.,11,13,1.1818181818181819,False,False,False
ES035,yor,C,sentiment,A football match,nllb-200-3.3B,"Onídàájọ́ náà ṣe é bó ṣe tọ́ àti bó ṣe yẹ, eré náà sì lọ dáadáa.",Olùdájọ́ náà ba eré náà jẹ́ nítorí ìpinnu tí kò dára tó ṣe.,16,13,1.2307692307692308,False,False,False
ES036,yor,C,sentiment,A football match,nllb-200-3.3B,"Èmi àtàwọn ọ̀rẹ́ mi jọ ń wò ó, a sì gbádùn gbogbo ìṣẹ́jú tó wà níbẹ̀.","Mo bá àwọn ọ̀rẹ́ mi wò ó, a sì kábàámọ̀ pé a fi ìrọ̀lẹ́ ọjọ́ náà ṣòfò.",16,17,1.0625,False,False,False
ES037,yor,C,sentiment,Electricity supply,nllb-200-3.3B,"A ní ìmọ́lẹ̀ látàárọ̀ ṣúlẹ̀, èyí kì í sábà ṣẹlẹ̀.","A ò ní iná látàárọ̀ ṣúlẹ̀, bó ṣe máa ń rí lójoojúmọ́ nìyẹn.",10,13,1.3,False,False,False
ES038,yor,C,sentiment,Electricity supply,nllb-200-3.3B,Ìpèsè náà kò yí padà látìgbà tí wọ́n ti tún àyípadà náà ṣe.,Ìpèsè náà ti burú sí i látìgbà tí wọ́n ti fọwọ́ kan ìyípadà náà.,13,14,1.0769230769230769,False,False,False
ES039,yor,C,sentiment,Electricity supply,nllb-200-3.3B,"Mo fi iná kún gbogbo nǹkan, mo sì ń rí iná lọ́wọ́ ìrọ̀lẹ́.","Láti òwúrọ̀ ni mo ti pa tẹlifóònù alágbèéká mi, kò sì sí iná tó lè fi ṣírò rẹ̀.",13,18,1.3846153846153846,False,False,False
ES040,yor,C,sentiment,Electricity supply,nllb-200-3.3B,Owó tí wọ́n san kò pọ̀ jù fún ìmọ́lẹ̀ tá a rí.,Wọ́n máa ń gba owó gọbọi lọ́wọ́ wa fún ìmọ́lẹ̀ tá ò rí gbà.,12,14,1.1666666666666667,False,False,False
ES041,yor,C,sentiment,New clothes or shoes,nllb-200-3.3B,"Àwọn bàtà náà bá mi mu gan-an, wọ́n sì ní ìnáwó.","Àwọn bàtà náà ti há jù, wọn ò sì fẹ́ yí wọn padà.",11,13,1.1818181818181819,False,False,False
ES042,yor,C,sentiment,New clothes or shoes,nllb-200-3.3B,"Àwọ̀ tí mo fẹ́ gan-an ni, inú mi dùn sí i.","Àwọ̀ rẹ̀ yàtọ̀ sí ti ilé ìtajà, inú mi ò dùn sí i.",11,13,1.1818181818181819,False,False,False
ES043,yor,C,sentiment,New clothes or shoes,nllb-200-3.3B,"Ohun èlò náà lágbára, ó yẹ kó wà fún àkókò gígùn.",Ọjọ́ méjì lẹ́yìn náà ni aṣọ náà bẹ̀rẹ̀ sí í ya.,11,11,1.0,False,False,False
ES044,yor,C,sentiment,New clothes or shoes,nllb-200-3.3B,Owó tí mo retí pé màá san fún ọ̀kan ni mo fi ra ẹ̀wù àwọ̀tẹ́lẹ̀ méjì.,"Mo san owó fún aṣọ méjì, wọ́n sì fún mi ní ọ̀kan nínú àpò.",16,14,1.1428571428571428,False,False,False
ES045,yor,C,sentiment,A neighbour,nllb-200-3.3B,Aládùúgbò mi ràn mí lọ́wọ́ láti gbé àwọn nǹkan mi wọlé láìjẹ́ pé mo béèrè.,Aládùúgbò mi tún fi ọkọ̀ ayọ́kẹ́lẹ́ rẹ̀ dí ẹnu ọ̀nà àbáwọlé.,15,11,1.3636363636363635,False,False,False
ES046,yor,C,sentiment,A neighbour,nllb-200-3.3B,"Ó fi oúnjẹ ránṣẹ́ sí mi lálẹ́ àná, inú mi dùn gan-an.","Ó máa ń kọrin títí di òru, kò sì sẹ́ni tó lè sùn.",12,13,1.0833333333333333,False,False,False
ES047,yor,C,sentiment,A neighbour,nllb-200-3.3B,"A máa ń pín owó tá a fi ń ra omi déédéé, kò sì sí ìṣòro kankan.",Ó kọ̀ láti san ìpín rẹ̀ nínú owó omi.,17,9,1.8888888888888888,False,False,False
ES048,yor,C,sentiment,A neighbour,nllb-200-3.3B,"Wọ́n máa ń ṣọ́ ilé mi nígbà tí mo bá ń rìnrìn àjò, kò sí nǹkan tó burú níbẹ̀.",Gbogbo ọ̀sẹ̀ tí mi ò fi sí nílé ni wọ́n máa ń da pàǹtírí sílẹ̀ níwájú ilé mi.,19,18,1.0555555555555556,False,False,False
ES049,yor,C,sentiment,Traffic in town,nllb-200-3.3B,"Kò fi bẹ́ẹ̀ sí ọkọ̀ lójú ọ̀nà láàárọ̀ yìí, mo sì tètè lọ síbi iṣẹ́.","Ọ̀pọ̀lọpọ̀ èèyàn ló wà lójú pópó láàárọ̀ yìí, mo ní láti pẹ́ lẹ́nu iṣẹ́.",15,14,1.0714285714285714,False,False,False
ES050,yor,C,sentiment,Traffic in town,nllb-200-3.3B,Ọ̀nà tuntun yìí ti mú kí ìrìn àjò náà yá kánkán gan-an.,Iṣẹ́ ojú ọ̀nà ti mú kí ìrìn àjò náà gùn ju ti tẹ́lẹ̀ lọ ní ìlọ́po méjì.,12,17,1.4166666666666667,False,False,False
ES051,yor,C,sentiment,Traffic in town,nllb-200-3.3B,"Mo wá ọ̀nà míì gbà, èyí sì jẹ́ kí n dín wákàtí kan kù.","Mo gba ọ̀nà mìíràn, ó sì burú ju ti tẹ́lẹ̀ lọ.",14,11,1.2727272727272727,False,False,False
ES052,yor,C,sentiment,Traffic in town,nllb-200-3.3B,Wọ́n rọra rìn gba inú ìlú kọjá títí wọ́n fi délé.,Mo jókòó síbi kan fún ogójì ìṣẹ́jú nígbà tí mò ń lọ sílé.,11,13,1.1818181818181819,False,False,False
ES053,yor,C,sentiment,A phone you bought,nllb-200-3.3B,"Batiri náà máa ń lò fún odindi ọjọ́ kan, ó wú mi lórí gan-an.","Bí bátìrì náà bá kú ṣáájú ọ̀sán, màá kábàámọ̀ pé mo rà á.",14,13,1.0769230769230769,False,False,False
ES054,yor,C,sentiment,A phone you bought,nllb-200-3.3B,Fọ́tò náà dára ju èyí tí mò ń lò tẹ́lẹ̀ lọ.,Kámẹ́rà náà burú ju tẹlifóònù tí mo pààrọ̀ rẹ̀ tẹ́lẹ̀ lọ.,11,11,1.0,False,False,False
ES055,yor,C,sentiment,A phone you bought,nllb-200-3.3B,Ó wọ́n ju tẹlifóònù kan náà tó wà láwọn ilé ìtajà mìíràn lọ.,"Lọ́jọ́ kejì, mo rí i pé owó tẹlifóònù náà ti dín kù, ó sì ń múnú bí mi.",13,18,1.3846153846153846,False,False,False
ES056,yor,C,sentiment,A phone you bought,nllb-200-3.3B,Ó ti ń ṣiṣẹ́ dáadáa fún oṣù mẹ́ta báyìí.,Ọ̀sẹ̀ àkọ́kọ́ ni wọ́n bẹ̀rẹ̀ sí gbé e kọ́ra.,9,9,1.0,False,False,False
ES057,yor,C,sentiment,The rainy season,nllb-200-3.3B,"Òjò tètè rọ̀ lọ́dún yìí, oko náà sì dára gan-an.","Òjò ò tètè rọ̀ lọ́dún yìí, àwọn àgbẹ̀ sì ń jìyà.",10,11,1.1,False,False,False
ES058,yor,C,sentiment,The rainy season,nllb-200-3.3B,"Gbogbo ibi ló ti di igbó báyìí, ó dùn láti rí i.","Ibi gbogbo ti dọ̀tí báyìí, o ò lè rìn lọ síbikíbi.",12,11,1.0909090909090908,False,False,False
ES059,yor,C,sentiment,The rainy season,nllb-200-3.3B,"Òru máa ń móoru, mo sì máa ń sùn dáadáa.","Àwọn ẹ̀fọn ti gba ibẹ̀, mi ò lè sùn.",10,9,1.1111111111111112,False,False,False
ES060,yor,C,sentiment,The rainy season,nllb-200-3.3B,Omi kì í ṣe ìṣòro mọ́ lágbègbè wa.,"Ìgbàkigbà tí òjò bá rọ̀, omi máa ń kún inú kòtò náà kọjá àyè rẹ̀.",8,15,1.875,False,False,False
ES061,yor,C,sentiment,A friend's visit,nllb-200-3.3B,"Ọ̀rẹ́ mi kan wá kí mi lọ́jọ́ tó kọjá, a sì jọ sọ̀rọ̀ fún ọ̀pọ̀ wákàtí.",Ọ̀rẹ́ mi tún fagi lé e ní ìṣẹ́jú ìkẹyìn.,16,9,1.7777777777777777,False,False,False
ES062,yor,C,sentiment,A friend's visit,nllb-200-3.3B,"Ó mú oúnjẹ wá, a sì jọ jẹun pa pọ̀, ó dùn ún jẹ.","Ó wá lọ́wọ́ òfo, ó sì dúró títí di ọ̀gànjọ́ òru.",14,11,1.2727272727272727,False,False,False
ES063,yor,C,sentiment,A friend's visit,nllb-200-3.3B,Ó dùn mọ́ni láti rí ẹnì kan lẹ́yìn ọ̀sẹ̀ kan tó gùn.,Ìdí tó fi wá ni pé ó fẹ́ yá owó.,12,10,1.2,False,False,False
ES064,yor,C,sentiment,A friend's visit,nllb-200-3.3B,"Gbogbo ohun tá a jọ ń ṣe ni mo máa ń sọ fún un, mi ò sì fẹ́ kó fi wá sílẹ̀.",Fóònù rẹ̀ ló fi ṣe gbogbo ìbẹ̀wò náà.,22,8,2.75,True,False,False
ES065,yor,C,sentiment,Your work or job,nllb-200-3.3B,"Iṣẹ́ lọ dáadáa lọ́sẹ̀ yìí, mo tètè parí gbogbo rẹ̀.","Iṣẹ́ ti kó ìdààmú bá mi lọ́sẹ̀ yìí, kò sóhun tí mo lè ṣe tán.",10,15,1.5,False,False,False
ES066,yor,C,sentiment,Your work or job,nllb-200-3.3B,"Ọ̀gá mi kíyè sí ìsapá mi, ó sì dúpẹ́ lọ́wọ́ mi.",Ọ̀gá mi ṣàròyé nípa iṣẹ́ tí kì í tiẹ̀ ṣe tèmi.,11,11,1.0,False,False,False
ES067,yor,C,sentiment,Your work or job,nllb-200-3.3B,Wọ́n sanwó fún wa lásìkò lóṣù yìí.,"Owó oṣù tún ti pẹ́, kò sì sẹ́ni tó ń sọ nǹkan kan.",7,13,1.8571428571428572,False,False,False
ES068,yor,C,sentiment,Your work or job,nllb-200-3.3B,Mo kẹ́kọ̀ọ́ ohun tuntun kan níbi iṣẹ́ lónìí.,Gbogbo ọjọ́ ni mo fi ń ṣàtúnṣe àṣìṣe ẹlòmíì.,8,9,1.125,False,False,False
ES069,yor,C,sentiment,A tailor's work,nllb-200-3.3B,"Aṣọ náà parí iṣẹ́ náà lásìkò, ó sì bá a mu gan-an.","Ọ̀sọ̀ọ̀sẹ̀ gbáko ni oníṣẹ́ ọnà náà fi ń mú mi dúró, síbẹ̀ kò bá mi mu.",12,16,1.3333333333333333,False,False,False
ES070,yor,C,sentiment,A tailor's work,nllb-200-3.3B,"Ọ̀nà tí wọ́n gbà tún un ṣe mọ́ tónítóní, o lè rí i pé ó fi sùúrù ṣe é.","Ọ̀nà tí wọ́n ń gbà kọ́ ọ kò gún régé, ó jọ pé ńṣe ló kánjú ṣe é.",19,18,1.0555555555555556,False,False,False
ES071,yor,C,sentiment,A tailor's work,nllb-200-3.3B,Ọ̀nà tí mo fi kọ́ ọ gan-an ló ń lò.,Ọ̀nà tó ń gbà se nǹkan yàtọ̀ pátápátá sí èyí tí mo fi hàn án.,10,15,1.5,False,False,False
ES072,yor,C,sentiment,A tailor's work,nllb-200-3.3B,"Ó gba owó tá a fohùn ṣọ̀kan lé lórí, kò bá mi jiyàn.",Ó béèrè owó sí i lẹ́yìn tí ó parí iṣẹ́ náà.,13,11,1.1818181818181819,False,False,False
ES073,yor,C,sentiment,The cost of transport,nllb-200-3.3B,"Owó ọkọ̀ ti lọ sílẹ̀ díẹ̀, ìyẹn sì ṣèrànwọ́.","Owó ọkọ̀ ti padà lọ sókè, àmọ́ owó oṣù kò lọ sódò.",9,12,1.3333333333333333,False,False,False
ES074,yor,C,sentiment,The cost of transport,nllb-200-3.3B,Owó tí mo ná lórí ìrìnnà ọ̀sọ̀ọ̀sẹ̀ yìí kéré ju ti ọ̀sẹ̀ tó kọjá lọ.,Ó fẹ́rẹ̀ẹ́ tó ìdajì owó tí mò ń ná báyìí lórí ìrìn àjò.,15,13,1.1538461538461537,False,False,False
ES075,yor,C,sentiment,The cost of transport,nllb-200-3.3B,Awakọ̀ náà gba owó ọkọ̀ bó ṣe máa ń gbà láìsí àríyànjiyàn kankan.,Awakọ̀ náà fi ìlọ́po méjì owó ọkọ̀ náà kún un nítorí òjò ń rọ̀.,13,14,1.0769230769230769,False,False,False
ES076,yor,C,sentiment,The cost of transport,nllb-200-3.3B,"Mo rí ọ̀nà tó rọrùn láti gbà lọ síbi iṣẹ́, tó sì jẹ́ kí n tètè dé ibẹ̀.",Gbogbo ọ̀nà téèyàn ń gbà lọ síbi iṣẹ́ ti wọ́n gan-an.,18,11,1.6363636363636365,False,False,False
ES077,yor,C,sentiment,A family gathering,nllb-200-3.3B,"Gbogbo èèyàn ló wá, gbogbo ilé náà sì kún fún ẹ̀rín.","Ìdajì ìdílé náà kò wá, kò sì sí ariwo kankan.",11,10,1.1,False,False,False
ES078,yor,C,sentiment,A family gathering,nllb-200-3.3B,"Oúnjẹ pọ̀ rẹpẹtẹ, kò sì sẹ́ni tó ń pa ebi lọ sílé.",Oúnjẹ náà ti tán kí wọ́n tó gbé e fún àwọn kan.,12,12,1.0,False,False,False
ES079,yor,C,sentiment,A family gathering,nllb-200-3.3B,Inú mi dùn gan-an láti rí àwọn ọmọdé tí wọ́n jọ ń ṣeré.,Gbogbo ọ̀sán làwọn ọmọ náà fi ń bára wọn jà.,13,10,1.3,False,False,False
ES080,yor,C,sentiment,A family gathering,nllb-200-3.3B,"A ya fọ́tò, mi ò sì ní gbàgbé ọjọ́ yẹn.","Àríyànjiyàn kan wáyé, ó sì ba gbogbo ọjọ́ náà jẹ́.",10,10,1.0,False,False,False
ES081,yor,C,sentiment,Music you heard,nllb-200-3.3B,Orin tuntun kan ni mo gbọ́ l'ọ́jọ́ àná tí mi ò lè dáwọ́ kíkọ rẹ̀ dúró.,Mo gbọ́ orin kan lówùúrọ̀ tí gbogbo ènìyàn fẹ́ràn ṣùgbọ́n mi ò lè dúró.,16,14,1.1428571428571428,False,False,False
ES082,yor,C,sentiment,Music you heard,nllb-200-3.3B,Àwòrán náà dára láti orin àkọ́kọ́ títí dé èyí tó kẹ́yìn.,"Orin méjì tó dára ló wà nínú àwo orin náà, ìkùdíẹ̀-káàtó ló sì kù.",11,14,1.2727272727272727,False,False,False
ES083,yor,C,sentiment,Music you heard,nllb-200-3.3B,"Àwọn ọ̀rọ̀ orin náà sọ nǹkan kan gan-an, mo gbọ́ ọ lẹ́ẹ̀mejì.",Àwọn ọ̀rọ̀ inú orin náà ò bọ́gbọ́n mu rárá lójú mi.,12,11,1.0909090909090908,False,False,False
ES084,yor,C,sentiment,Music you heard,nllb-200-3.3B,Wọ́n kọ orin tí mo fẹ́ràn jù lọ níbi ayẹyẹ náà.,Àwọn orin mẹ́ta kan náà ni wọ́n ń kọ ní gbogbo òru.,11,12,1.0909090909090908,False,False,False
ES085,yor,C,sentiment,Service at a shop,nllb-200-3.3B,"Ẹni tó ń tọ́jú mi ní sùúrù, ó sì ràn mí lọ́wọ́ láti rí ohun tí mo nílò.","Òṣìṣẹ́ tó ń bójú tó ilé náà kọ̀ jálẹ̀, ó sì lọ máa fún àwọn tó wá tẹ̀ lé mi lóúnjẹ.",18,21,1.1666666666666667,False,False,False
ES086,yor,C,sentiment,Service at a shop,nllb-200-3.3B,Wọ́n pààrọ̀ ohun tí wọ́n rí láìbára wọn jiyàn.,Wọ́n kọ̀ láti pààrọ̀ ẹrù náà kódà pẹ̀lú ìwé ìdánimọ̀ rẹ̀.,9,11,1.2222222222222223,False,False,False
ES087,yor,C,sentiment,Service at a shop,nllb-200-3.3B,Mo wọlé mo sì jáde láàárín ìṣẹ́jú márùn-ún.,Ogún ìṣẹ́jú ni mo fi tò sórí ìlà láti rí nǹkan kan rà.,8,13,1.625,False,False,False
ES088,yor,C,sentiment,Service at a shop,nllb-200-3.3B,Ó ṣàlàyé ìyàtọ̀ tó wà láàárín oríṣi méjì náà lọ́nà tó ṣe kedere.,Kò lè dáhùn ìbéèrè kan nípa ohun tó ń tà.,13,10,1.3,False,False,False
ES089,yor,C,sentiment,Farming or the harvest,nllb-200-3.3B,"Ìkórè náà dára ju ti ọdún tó kọjá lọ, a dúpẹ́.","Ìkórè ò dáa lọ́dún yìí, ó burú ju ti ọdún tó kọjá lọ.",11,13,1.1818181818181819,False,False,False
ES090,yor,C,sentiment,Farming or the harvest,nllb-200-3.3B,"Bó tilẹ̀ jẹ́ pé òjò ò rọ̀ dáadáa, àgbàdo náà gbèrú gan-an.",Kò sí àgbàdo nítorí òjò kò tètè rọ̀.,12,8,1.5,False,False,False
ES091,yor,C,sentiment,Farming or the harvest,nllb-200-3.3B,A tà á ní iye tó dára ní ọjà.,Owó tí wọ́n ń ta àwọn nǹkan wọ̀nyí lọ́jà kéré gan-an débi pé a ò lè rówó ra wọn.,9,19,2.111111111111111,True,False,False
ES092,yor,C,sentiment,Farming or the harvest,nllb-200-3.3B,Ilẹ̀ ti ṣe wá láǹfààní gan-an lọ́dún yìí.,Àwọn kòkòrò ti ba ọ̀pọ̀lọpọ̀ oko jẹ́ lọ́dún yìí.,8,9,1.125,False,False,False
ES093,yor,C,sentiment,Travelling home for a holiday,nllb-200-3.3B,"Kò sí wàhálà kankan nínú ìrìn àjò náà, mo sì débẹ̀ kí ilẹ̀ tó ṣú.","Ọjọ́ kan gbáko ni mo fi rin ìrìn àjò náà pa dà sílé, ó sì rẹ̀ mí gan-an nígbà tí mo débẹ̀.",15,22,1.4666666666666666,False,False,False
ES094,yor,C,sentiment,Travelling home for a holiday,nllb-200-3.3B,"Gbogbo èèyàn ló ń dúró dè mí, inú mi dùn láti padà sílé.","Ilé náà kò ní èèyàn kankan nígbà tí mo débẹ̀, kò sẹ́ni tó sọ fún mi.",13,16,1.2307692307692308,False,False,False
ES095,yor,C,sentiment,Travelling home for a holiday,nllb-200-3.3B,Kò ṣòro fún mi láti rí ìwé àṣẹ ìrìnnà gbà bó tilẹ̀ jẹ́ pé ọjọ́ ìsinmi ni.,"Wọ́n ti ta gbogbo ọkọ̀ náà tán, ó sì fẹ́rẹ̀ẹ́ jẹ́ pé mi ò lè rìnrìn àjò mọ́.",17,18,1.0588235294117647,False,False,False
ES096,yor,C,sentiment,Travelling home for a holiday,nllb-200-3.3B,"Ọ̀sẹ̀ tí mo fi wà nílé yẹn dùn mí gan-an, mi ò sì fẹ́ kúrò níbẹ̀.",Ọ̀sẹ̀ tí mo lò nílé yìí jẹ́ èyí tó kún fún másùnmáwo látìbẹ̀rẹ̀ dópin.,16,14,1.1428571428571428,False,False,False
ES097,yor,C,sentiment,Learning something new,nllb-200-3.3B,"Nígbẹ̀yìngbẹ́yín, mo lóye ohun kan tó ti ń dà mí láàmú láti ọ̀pọ̀ oṣù sẹ́yìn.","Ó ti tó oṣù mélòó kan tí mo ti ń ṣe é, síbẹ̀ mi ò tíì lóye nǹkan kan.",15,19,1.2666666666666666,False,False,False
ES098,yor,C,sentiment,Learning something new,nllb-200-3.3B,Olùkọ́ náà ṣàlàyé rẹ̀ lọ́nà tó bọ́gbọ́n mu.,"Olùkọ́ náà yára kà á, mi ò sì tẹ̀ lé ọ̀rọ̀ rẹ̀.",8,12,1.5,False,False,False
ES099,yor,C,sentiment,Learning something new,nllb-200-3.3B,Ṣíṣe ìdánrawò lójoojúmọ́ ti bẹ̀rẹ̀ sí sèso rere.,"Ojoojúmọ́ ni mo máa ń ṣe ìdánrawò, mi ò sì lè ṣàṣeyọrí rárá.",8,13,1.625,False,False,False
ES100,yor,C,sentiment,Learning something new,nllb-200-3.3B,"Mo kọ́ ẹlòmíì ní ohun tí mo kọ́, ìyẹn sì múnú mi dùn gan-an.","Mo gbìyànjú láti ṣàlàyé fún ẹnì kan, mo sì wá rí i pé mi ò mọ̀ ọ́n.",14,17,1.2142857142857142,False,False,False
